generation,error,triangles
1388,2.7431,26
1389,2.7423,26
1390,2.7384,26
1391,2.7384,26
1392,2.7384,26
1393,2.7384,26
1394,2.7384,26
1395,2.7384,26
1396,2.7384,26
1397,2.7384,26
1398,2.7384,26
1399,2.7384,26
1400,2.7384,26
1401,2.7384,26
1402,2.7384,26
1403,2.7384,26
1404,2.7384,26
1405,2.7384,26
1406,2.7384,26
1407,2.7384,26
1408,2.7384,26
1409,2.7384,26
1410,2.7384,26
1411,2.7384,26
1412,2.7384,26
1413,2.7384,26
1414,2.7384,26
1415,2.7384,26
1416,2.7384,26
1417,2.7384,26
1418,2.7276,30
1419,2.7276,30
1420,2.7276,30
1421,2.7253,30
1422,2.7253,30
1423,2.7253,30
1424,2.7253,30
1425,2.7253,30
1426,2.7253,30
1427,2.7253,30
1428,2.7253,30
1429,2.7253,30
1430,2.7253,30
1431,2.7253,30
1432,2.7253,30
1433,2.7253,30
1434,2.7253,30
1435,2.7245,30
1436,2.7245,30
1437,2.7245,30
1438,2.7207,30
1439,2.7207,30
1440,2.7207,30
1441,2.7207,30
1442,2.7207,30
1443,2.7207,30
1444,2.7207,30
1445,2.7207,30
1446,2.7207,30
1447,2.7207,30
1448,2.7207,30
1449,2.7207,30
1450,2.7207,30
1451,2.7207,30
1452,2.7207,30
1453,2.7207,30
1454,2.7207,30
1455,2.7207,30
1456,2.7207,30
1457,2.7207,30
1458,2.7207,30
1459,2.7207,30
1460,2.7207,30
1461,2.7207,30
1462,2.7207,30
1463,2.7207,30
1464,2.7207,30
1465,2.7207,30
1466,2.7207,30
1467,2.7207,30
1468,2.6975,30
1469,2.6975,30
1470,2.6975,30
1471,2.6975,30
1472,2.6975,30
1473,2.6975,30
1474,2.6975,30
1475,2.6975,30
1476,2.6975,30
1477,2.6975,30
1478,2.6975,30
1479,2.6968,30
1480,2.6968,30
1481,2.6968,30
1482,2.6952,29
1483,2.6952,29
1484,2.6952,29
1485,2.6952,29
1486,2.6952,29
1487,2.6952,29
1488,2.6952,29
1489,2.6952,29
1490,2.6952,29
1491,2.6952,29
1492,2.6952,29
1493,2.6952,29
1494,2.6952,29
